Symbol/ISIN,Security ID,indicator_id
SG9999005003,141528,371
SG9999005045,141529,371
SG9999005169,141530,371
SG9999005177,141531,371
SG9999005185,141532,371
SG9999005193,141533,371
SG9999005201,141534,371
SG9999005953,141535,371
SG9999006019,141536,371
SG9999008411,141537,371
SG9999008643,141538,371
SG9999009229,141539,371
SG9999009237,141540,371
SG9999009286,141541,371
SG9999009294,141542,371
SG9999009302,141543,371
SG9999009310,141544,371
SG9999009328,141545,371
SG9999009443,141546,371
SG9999010169,141547,371
SG9999010805,141548,371
SG9999011266,141549,371
SG9999011746,141550,371
SG9999013353,141551,371
SG9999013387,141552,371
SG9999013999,141553,371
SG9999014484,141554,371
SG9999014674,141555,371
SG9999014864,141556,371
SG9999014872,141557,371
SG9999014898,141558,371
SG9999014906,141559,371
SG9999014914,141560,371
SG9999015671,141561,371
SG9999015762,141562,371
SG9999015770,141563,371
SG9999015788,141564,371
SG9999015796,141565,371
SG9999015804,141566,371
SG9999018857,141567,371
SG9999018865,141568,371
SG9999019137,141569,371
SGXZ16137382,141570,371
SGXZ18528414,141571,371
SGXZ29784493,141572,371
SGXZ51694974,141573,371
SGXZ55074637,141574,371
SGXZ62136783,141575,371
SGXZ63766596,141576,371
SGXZ70176466,141577,371
SGXZ81047326,141578,371
SGXZ92431121,141579,371
SGXZ93604486,141580,371
SGXZ95987400,141581,371
VGG7011E1126,141582,371
VGG7011E1381,141583,371
VGG7011E1613,141584,371
LU0048587603,138065,371
LU1664444970,138164,371
